immunological,of or relating to immunology
immunology,the branch of medical science that studies the body’s immune system
immutable,not subject or susceptible to change or variation
impact,the striking of one body against another
impair,make worse or less effective
impairment,a symptom of reduced quality or strength
impale,pierce with a sharp stake or point
impalpable,not perceptible to the touch
impart,bestow a quality on
impartial,free from undue bias or preconceived opinions
impartiality,an inclination to weigh both views or opinions equally
impasse,a situation in which no progress can be made
impassive,having or revealing little emotion or sensibility
impatient,restless or short-tempered under delay or opposition
impeach,bring an accusation against
impeachment,a formal document charging a public official with misconduct
impecunious,not having enough money to pay for necessities
impede,be a hindrance or obstacle to
impediment,something immaterial that interferes with action or progress
impending,close in time; about to occur
impenetrability,the quality of being impenetrable
impenetrable,not admitting of passage into or through
impenitent,not remorseful
imperative,requiring attention or action
imperceptibly,in a manner that is difficult to discern
imperial,relating to or associated with an empire
imperialistic,of a powerful country gaining control over weaker countries
imperil,pose a threat to; present a danger to
imperious,having or showing arrogant superiority
imperiously,in a manner showing arrogant superiority
impermeable,preventing especially liquids to pass or diffuse through
impersonal,not relating to or responsive to individuals
imperturbable,marked by extreme calm and composure
impervious,not admitting of passage or capable of being affected
impetuous,characterized by undue haste and lack of thought
impetus,a force that makes something happen
impiety,unrighteousness by virtue of lacking respect for a god
impinge,infringe upon
impinge on,hit against; come into sudden contact with
implacable,incapable of being appeased or pacified
implant,fix or set securely or deeply
implausible,highly imaginative but unlikely
implement,a piece of equipment or a tool used for a specific purpose
implementation,the act of accomplishing some aim or executing some order
implemented,forced or compelled or put in force
implicate,bring into intimate and incriminating connection
implication,something that is inferred
implicit,suggested though not directly expressed
implode,burst inward
implosion,a sudden inward collapse
imply,express or state indirectly
impolitic,not marked by artful prudence
imponderable,difficult or impossible to evaluate with precision
import,bring in from abroad
importance,the quality of being worthy of note
important,significant in effect or meaning
importune,beg persistently and urgently
impose,charge and collect payment
imposed,set forth authoritatively as obligatory
imposition,the act of enforcing something
impossible,not capable of happening or being done or dealt with
imposter,a person who makes deceitful pretenses
impotent,(of a male) unable to copulate
impound,take temporary possession of by legal authority
impoverished,poor enough to need help from others
Impressionism,a school of late 19th century French painters who pictured appearances by strokes of unmixed colors to give the impression of reflected light
impressionist,relating to or characteristic of Impressionism
impressive,making a strong or vivid mental image
improbable,not likely to be true or to occur or to have occurred
impromptu,with little or no preparation or forethought
improper fraction,a fraction whose numerator is larger than the denominator
improve,to make better
improvement,the act of making something better
improvident,not supplying something useful for the future
improvisation,a performance given without planning or preparation
impudent,improperly forward or bold
impugn,attack as false or wrong
impulse,an impelling force or strength
impunity,exemption from punishment or loss
imputation,the attribution to a source or cause
impute,attribute or credit to
in order,in a state of proper readiness or preparation or arrangement
